id,titrFr,categorieFr,ref,niveau,prix,img,description
393,Courant électrique dans les solutions ioniques (Modèle maximisé),Expériences de chimie,DB303-2,ثانوي,10.000.00 Dzd,/media/produit/images/DB_303-2_copy.jpg,À l''aide de cet appareil; l''enseignant peut bien expliquer à l''élève comment Le flux d''électricité dans les solutions ioniques et également dans les métaux Dans un temps abrégé de manière amusante et intéressante enracinée dans l''esprit de l''étudiant Concepts théoriques qu''il a reçus pendant le cours sur ce sujet Lorsque l’élève est capable de connaître la différence fondamentale entre le cours actuel Dans la solution ionique résultant d’une double transition de cation positif Et négatif dans des directions opposées et courant électrique dans les métaux Ce qui est le résultat d''électrons libres se déplaçant dans une direction. Ainsi; dans le dispositif incarne les abats du sujet de l''électrolyse contenue Dans le manuel pour la moyenne de la quatrième année p. 110 Plus de détails et d''informations peuvent être trouvés Dans les instructions d''utilisation fournies avec l''appareil.
394,Prise électrique sur support,Electronique et électricité,DB304,متوسط,800.00 Dzd,/media/produit/images/DB_304_copy.jpg,Prise électrique sur pied; amovible; avec fil d''alimentation Cela permet à l''étudiant d''identifier et de tester ses trois électrodes Et mesurer la tension électrique entre eux
395,Utilisation des fusibles pour protection électrique,Electronique et électricité,DB305,متوسط,3.700.00 Dzd,/media/produit/images/DB_305_copy.jpg,Cet appareil fait partie d''un réseau électrique domestique Exercices au sein de l''axe de sécurité électrique dans le manuel de quatrième année). L''élève utilise cet appareil qui fonctionne à basse tension V 6 Alternant (représentant une tension sectorielle) qui ne lui fait aucun risque pendant Prendre les dispositions nécessaires pour répondre aux questions soulevées dans le présent Exercer de manière empirique et à travers elle; l’élève apprend les règles de la sécurité électrique et comment Sélection et utilisation de fusibles pour protéger le matériel électrique contre les dommages L''intensité des courants indiqués sur eux. Joignez une instruction d''utilisation détaillée contenant les combinaisons possibles; étape par étape. En fonction des questions posées dans cet exercice
396,Modèle circulatoire du courant électrique,Electronique et électricité,DB306,متوسط,4.900.00 Dzd,/media/produit/images/DB_306_copy.jpg,Ce modèle permet d’illustrer l’effet de la résistance au blocage du mouvement Electrons dans un circuit électrique où l''élève observe la relation Inverse entre la vitesse de circulation des électrons et la résistance; cela conduit à Identifier le rôle principal de la résistance dans les circuits électriques Comprendre le concept d''intensité du courant électrique. L''appareil est également utilisé Illustrer la différence entre les directions conventionnelles et réelles du courant électrique. L''appareil est livré avec trois résistances Valeur différente et instructions d''utilisation détaillées. Dans le nouveau programme pour la troisième année du lycée.
397,Solénoide avec aiguille aimantée,Physique,DB307,متوسط - ثانوي,2.000.00 Dzd,/media/produit/images/DB_307-1_copy.jpg,Le dispositif est utilisé pour étudier le champ magnétique généré par un courant électrique traversant Une bobine où une aiguille magnétique peut être placée à l''intérieur d''une bobine Et au-delà; ce qui permet à l’étudiant de déterminer la destination du champ magnétique Et sa relation avec le courant électrique
398,Frottement adhérent au sol,Physique,DB308,متوسط,4.700.00 Dzd,/media/produit/images/DB_308-1_copy.jpg,Cet appareil est utilisé pour étudier et illustrer le concept de frottement adhérent La terre et son rôle en permettant à la voiture de décoller. Le dispositif est un véhicule motorisé contrôlé par mouvement Utilisation d’un connecteur filaire flexible sur le compresseur. Attachez un morceau de cuir synthétique et un morceau de bois pour un entraînement Déplacez le chariot sur plusieurs surfaces. Livré avec mode d''emploi détaillé
399,Chute d’un corps avec et sans frottement ( EXAO),Exao,DB309,ثانوي,15.000.00 Dzd,/media/produit/images/DB_309_copy.jpg,Il est souvent difficile pour le professeur d’étudier expérimentalement la quantité d’objets réels tombant dans les airs. Considérer les frictions ou les négliger. Il vous propose cet appareil qui se connecte directement à votre ordinateur Il est utilisé comme un chronomètre très précis en utilisant un simple programme multimédia. Plusieurs expériences peuvent être effectuées en modifiant la distance entre les capteurs et en enregistrant les créneaux horaires correspondants. Cela peut également affecter le corps qui tombe à se déplacer avec frottement ou sans frottement; sans Utilisation d''une interface Nous pouvons utiliser la technologie des médias pour expliquer le mouvement automnal Equation différentielle réelle. L''appareil est livré avec le programme d''information de cette étude. Remarque: Les avantages de l''utilisation de l''ordinateur dans l''expérience: - Possibilité d''afficher l''expérience en utilisant le spectacle de données - Permet d''arrêter les vibrations au bon moment avec la possibilité de sauvegarder Ou imprimez les résultats (courbes) et transmettez-les aux élèves
400,Déplacement d’un chariot par de l’air,Physique,DB310,ثانوي,1.100.00 Dzd,/media/produit/images/DB_310_copy.jpg,Le but de ce dispositif; qui est un véhicule qui se déplace en vidant la vessie La définition d''un élève dans une autre forme de conversion d''énergie Cela lui permet de pratiquer seul pour compléter des chaînes de travail Et de l''énergie pour divers types de conversions d''énergie.
401,Phases de la lune et éclipses ( sur panneau ),Astronomie,DB311,متوسط,6.000.00 Dzd,/media/produit/images/DB_311_copy.jpg,Cet appareil est un autre moyen d''aider le professeur à expliquer Comment changer les faces de la lune pendant tout le mois de sa rotation en une rotation à peu près continue La Terre; un phénomène astronomique qui soulève de nombreuses questions A propos de la façon dont ils se produisent. L''appareil est également utilisé pour expliquer les phénomènes d''éclipses et d''éclipses. Se compose L''appareil provient d''une source de lumière représentant le soleil; une demi-échelle du globe Un petit hémisphère représentant la lune; ces pièces sont fixées à un tableau Vertical métallique pour permettre à tous les élèves du département de suivre l''explication fournie Par un professeur qui peut choisir n''importe quelle position de la lune autour de la terre Puis il se dirige en amont et les disciples voient la partie de la lune lumineuse que nous voyons En fait; de la partie sombre du globe. - Plus d''explications sur la façon d''utiliser et d''expliquer ce phénomène Vous pouvez le trouver dans les instructions jointes à l''appareil
402,Ensemble complet pour l’étude de l’énergie,Physique,DB312-1,متوسط - ثانوي,18.500.00 Dzd,/media/produit/images/DB_312-1-1_copy.jpg,Nous vous proposons ce programme éducatif complet; complet et exceptionnel pour étudier Le sujet de l''énergie est largement abordé dans les nouveaux programmes éducatifs pour mes deux niveaux Le troisième est moyen et le second est secondaire car toutes ses pièces sont démontables. L''installation et la fixation sur une plaque métallique sont placées verticalement devant les élèves du département Pour leur permettre à tous de suivre leurs expériences et de participer à la leçon. - Les installations possibles sont tout sur l''énergie Et les transferts selon les méthodes pédagogiques modernes adoptées par le système Pédagogique dans lequel l''apprenant devient un producteur d''informations et non un consommateur d''informations Cela se fait en posant des problèmes; puis en lançant des recherches; des enquêtes et des travaux de rédaction. Hypothèses pour trouver des solutions par expérimentation. Parties du groupe entier Equipé d''aimants pour faciliter le démontage et la fixation en un temps record pendant le mouvement Les solutions des élèves permettent au professeur de l’aider à créer une atmosphère De la compétition entre étudiants pour leur donner l’opportunité de participer; débattre et raisonner Pour atteindre les résultats tirés depuis le début par le professeur et à partir desquels il peut Les élèves sont formés pour former la chaîne fonctionnelle puis la chaîne énergétique Approbation pour chaque changement d''énergie. Le groupe peut accomplir de nombreux exemples et expériences Intéressant sur la conversion d''énergie incluent: - Allumer une lampe en laissant tomber de l''eau sur sa violence. - Allumer la lampe à énergie solaire. - Le moteur tourne un autre moteur. - Allumer la lampe en faisant tourner le moteur. - le recyclage des turbines à vapeur. - Allumer une lampe avec la chute d''un objet. - Rotation d''éolienne. - Déplacez le chariot avec de l''air. Le groupe est accompagné d''un enseignement pédagogique détaillé Contient toutes les expériences
403,Ensemble complet pour l’étude de l’énergie,Physique,DB312-2,متوسط - ثانوي,12.000.00 Dzd,/media/produit/images/DB_312-2-1_copy.jpg,Nous vous proposons ce programme éducatif complet; complet et exceptionnel pour étudier Le sujet de l''énergie est largement abordé dans les nouveaux programmes éducatifs pour mes deux niveaux Le troisième est moyen et le second est secondaire car toutes ses pièces sont démontables. L''installation et la fixation sur une plaque métallique sont placées verticalement devant les élèves du département Pour leur permettre à tous de suivre leurs expériences et de participer à la leçon. - Les installations possibles sont tout sur l''énergie Et les transferts selon les méthodes pédagogiques modernes adoptées par le système Pédagogique dans lequel l''apprenant devient un producteur d''informations et non un consommateur d''informations Cela se fait en posant des problèmes; puis en lançant des recherches; des enquêtes et des travaux de rédaction. Hypothèses pour trouver des solutions par expérimentation. Parties du groupe entier Equipé d''aimants pour faciliter le démontage et la fixation en un temps record pendant le mouvement Les solutions des élèves permettent au professeur de l’aider à créer une atmosphère De la compétition entre étudiants pour leur donner l’opportunité de participer; débattre et raisonner Pour atteindre les résultats tirés depuis le début par le professeur et à partir desquels il peut Les élèves sont formés pour former la chaîne fonctionnelle puis la chaîne énergétique Approbation pour chaque changement d''énergie. Le groupe peut accomplir de nombreux exemples et expériences Intéressant sur la conversion d''énergie incluent: - Allumer une lampe en laissant tomber de l''eau sur sa violence. - Allumer la lampe à énergie solaire. - Le moteur tourne un autre moteur. - Allumer la lampe en faisant tourner le moteur. - le recyclage des turbines à vapeur. - Allumer une lampe avec la chute d''un objet. - Rotation d''éolienne. - Déplacez le chariot avec de l''air. Le groupe est accompagné d''un enseignement pédagogique détaillé Contient toutes les expériences
